text,source
"حنتكلم عن الأموكسيسيلين حبيب الملايين🔥


 * المادة الفعالة: أموكسيسيلين (أموكسيسيلين ثلاثي الهيدرات هو شكل ملح شائع)
 * الأسماء التجارية: أموكسيل، موكسيلين، سوموكس، ترايموكس، لاروتيد، وغيرها الكثير حسب الشركة المصنعة والمنطقة.
 * الاستخدامات: الأموكسيسيلين هو مضاد حيوي من نوع البنسلين يستخدم لعلاج مجموعة واسعة من الالتهابات البكتيرية، بما في ذلك:
   * التهابات الجهاز التنفسي (مثل الالتهاب الرئوي، التهاب الشعب الهوائية، التهاب الجيوب الأنفية، التهاب اللوزتين، التهاب البلعوم)
   * التهابات الأذن (التهاب الأذن الوسطى)
   * التهابات المسالك البولية
   * التهابات الجلد والأنسجة الرخوة
   * التهابات الأسنان (مثل الخراج)
   * عدوى جرثومة المعدة (بالاشتراك مع أدوية أخرى)
   * الوقاية من التهاب الشغاف الجرثومي في بعض الحالات
   * علاج مرض لايم
   * علاج عدوى السالمونيلا
   * علاج عدوى الكلاميديا في بعض الظروف
   * الوقاية من الجمرة الخبيثة
 * معلومات أخرى:
   * الأموكسيسيلين هو مضاد حيوي واسع الطيف من مجموعة أمينوبنسيلين.
   * يعمل عن طريق تثبيط نمو البكتيريا عن طريق التدخل في تكوين جدرانها الخلوية.
   * يؤخذ عادة عن طريق الفم على شكل كبسولات، أقراص، أقراص للمضغ، أو معلق سائل.
   * يمكن تناوله مع الطعام أو بدونه.
   * يمكن أن تشمل الآثار الجانبية الشائعة الغثيان والقيء والإسهال والطفح الجلدي. من الممكن حدوث ردود فعل تحسسية خطيرة.
   * من المهم إكمال دورة المضادات الحيوية بالكامل كما وصفها الطبيب، حتى لو شعرت بتحسن، لمنع مقاومة المضادات الحيوية.
   * يعتبر استخدام الأموكسيسيلين أثناء الحمل والرضاعة الطبيعية آمنًا بشكل عام.
   * تم اكتشافه في عام 1958 وبدأ استخدامه الطبي في عام 1972.
   * وهو مدرج في قائمة منظمة الصحة العالمية للأدوية الأساسية.
   * تختلف الجرعة حسب نوع وشدة العدوى، وكذلك عمر ووزن المريض.
   * يمكن أن يتفاعل الأموكسيسيلين مع بعض الأدوية، مثل الوارفارين والميثوتريكسات والبروبينسيد وبعض المضادات الحيوية الأخرى أو حبوب منع الحمل. من المهم إبلاغ طبيبك بجميع الأدوية التي تتناولها.



https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8


#منظمة_دعم_المرضى 
#فرعية_دنقلا
 #المكتب_الإجتماعي 
#لجنة_الدولاب",drugawareness
"نقول معلومة صغيرة قبل نبدا 
بجي بي تركيزين
 250mg 
500 mg
اكتر شكل متوفر ليه ياهو الفي صورة دا كبسولة باللونين احمر واصفر🔴🟡

يلا بسم الله نبدأ🔥",drugawareness
"`البنسلينات[penicillins]:`
 *☆ ما هي البنسلينات؟* 
البنسلينات هي فئة فرعية من المضادات الحيوية تسمى المضادات الحيوية من نوع بيتا لاكتام [beta lactam] وتُعد البنسلينات من أهم وأقدم المضادّات الحيويّة.

 أوّل موادّها اكتشافًا هو البنسلين جي الذي يشتقّ من فطر المكنسية المعيّنة Penicillium notatum وهو تركيبيّا من البيتالاكتامات. لا يكون فعّالاً بالطريق الفموي بسبب حساسيته لإفرازات وأحماض المعدة.

 *☆ فيم تُستخدم البنسلينات؟*
دور البنسلينات هو إيقاف تصنيع الجدار الخلوي البكتيريّ، مما يؤدي إلى ضعف الجدار الخلوي وإنهياره

 *○أمثلة على البكتيريا إيجابية الغرام التي تتأثر بالبنسلينات والأمراض التي تُسببها:* 
- *المكورات العنقودية*:  
الأمراض التي تسببها المكورات العنقودية:
التهاب الجلد ، التهاب العظام و المفاصل ، التهاب الرئة ، التهاب الدم

- *المكورات العقدية*: 
الأمراض التي تسببها المكورات العقدية:
التهاب الحلق ، التهاب الأذن الوسطى ، التهاب الجلد ، التهاب الرئة ، الحمى الروماتيزمية

 *○أمثلة على البكتيريا سلبية الغرام التي تتأثر بالبنسلينات والأمراض التي تُسببها :* 
- *إشريكية كولاي*: تسبب التهاب المسالك البولية والتهاب البطن.
- *الزائفة الزنجارية*: تسبب التهاب الرئة والتهاب الجروح.
- *السالمونيلا*: تسبب التهاب البطن والتهاب الدم.

 *☆ما هي أنواع البنسلين؟*

 *○تنطوي البنسلينات على الآتي:* 
* أموكسيسيلين Amoxicillin
* أمبيسيلين ampicillin
* كاربينيسيلين carbenicillin
* ديكلوكساسيلين dicloxacillin
* نافسيلين nafcillin
* أوكساسيلين oxacillin
* البنسلين جي penicillin G
* البنسلين في pencillin v


○تمتلك معظم أنواع البكتيريا غطاءً خارجيًا (جدارًا خلويًا) يحميها،،، وكما هي الحال بالنسبة إلى المضادَّات الحيوية الأخرى من نوع لبيتا لاكتام،،، تعمل البنسلينات من خلال منع البكتيريا من تشكيل جدار الخلية هذا،،، ممَّا يؤدِّي إلى موت البكتيريا.

تقوم بعض البكتيريا بإنتاج إنزيمات يمكنها تعطيل المضادَّات الحيوية من نوع بيتا لاكتام....بالنسبة إلى حالات العدوى الناجمة عن هذه البكتيريا،،،، تُعطى البنسلينات مع دواء يمكنه تثبيط هذه الإنزيمات،،، مثل كلافولانات أو سولباكتام.وتنطوي التوليفات الدوائية الشائعة على الآتي:

الأمبيسلين/سولباكتام

أموكسيسيلين/كلافونالات

بيبراسيلين/تازوباكتام

يمكن إعطاء بعض البنسلينات عن طريق الفم (مثل أموكسيسيلين وبنسلين V)،،، أو عن طريق الحقن (مثل بيبراسيلين/تازوباكتام)....أمَّا بعضُها الآخر (مثل الأمبيسيلين)،،،، يُمكن أن تُعطى سواء عن طريق الفم أم عن طريق الحقن.
لا تُؤثِّرُ الأطعمةُ في امتصاص أموكسيسيلين،، ولكن ينبغي أخذ البنسيلين G قبل ساعة أو بعدَ ساعتين من تناوُل وجبة طعام...يميل أموكسيسيلين إلى أن يُستخدم بشكل أكثر من أمبيسلين (عندما يؤخذ عن طريق الفم)، وذلك لأن الأموكسيسيلينيُمتص إلى مجرى الدم على نحو أفضل وله تأثيرات جانبية هضميَّة أقل ويمكن أن يُعطَى لمرَّاتٍ أقلّ.

 *○استخدام البنلسينات في أثناء الحمل والرضاعة الطبيعية* 

تُعد البنسلينات من بين المضادَّات الحيوية الأكثر أمانًا لاستخدامها في أثناء الحمل،إلَّا أنَّها تُستخدم فقط عندما تفوق فوائد العلاج المخاطر.(انظر أيضًا أمان الأدوية في أثناء الحمل.)
يُعدُّ استخدَام البنسلينات في أثناء الرضاعة الطبيعية مقبولاً بشكلٍ عام.(انظر أيضًا استعمال الأدوية والمواد في أثناء الإرضاع الطبيعي.)

https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8


https://whatsapp.com/channel/0029Vb6Vb6TD8SDyDXozoA1x

#منظمة_دعم_المرضى 
# فرعية_دنقلا 
# الكتب_ الإجتماعي
# لجنة_ الدولاب",drugawareness
"بسم الله الرحمن الرحيم 

 تنقسم عوائل المضادات الحيوية إلى عدة مجموعات رئيسية بناءً على تركيبها الكيميائي وآلية عملها ضد البكتيريا. إليك بعض أهم هذه العوائل:
1. البنسلينات (Penicillins):
 * تعتبر من أوائل المضادات الحيوية المكتشفة.
 * تعمل عن طريق تثبيط بناء الجدار الخلوي للبكتيريا.
 * أمثلة عليها: أموكسيسيلين، أمبيسيلين، بنسلين G.
2. السيفالوسبورينات (Cephalosporins):
 * تشبه البنسلينات في آلية العمل (تثبيط بناء الجدار الخلوي).
 * توجد بأجيال مختلفة، ولكل جيل نطاق أوسع من التأثير على أنواع مختلفة من البكتيريا.
 * أمثلة عليها: سيفالكسين، سيفدينير، سيفيكسيم، سيفترياكسون.
3. الماكروليدات (Macrolides):
 * تعمل عن طريق تثبيط تصنيع البروتينات في البكتيريا.
 * تستخدم لعلاج مجموعة واسعة من الالتهابات، خاصةً تلك التي تصيب الجهاز التنفسي.
 * أمثلة عليها: أزيثروميسين، إريثروميسين، كلاريثروميسين.
4. التتراسيكلينات (Tetracyclines):
 * تعمل أيضًا عن طريق تثبيط تصنيع البروتينات في البكتيريا.
 * تستخدم لعلاج مجموعة متنوعة من الالتهابات، بما في ذلك حب الشباب وبعض الأمراض المنقولة جنسيًا.
 * أمثلة عليها: تتراسيكلين، دوكسيسيكلين، ليميسيكلين.
5. الأمينوغليكوزيدات (Aminoglycosides):
 * تثبط تصنيع البروتينات في البكتيريا، ولكن بآلية مختلفة عن الماكروليدات والتتراسيكلينات.
 * عادةً ما تُعطى عن طريق الحقن وتستخدم لعلاج الالتهابات الخطيرة.
 * أمثلة عليها: جنتاميسين، توبراميسين، أميكاسين.
6. الكينولونات (Quinolones):
 * تعمل عن طريق تثبيط إنزيمات ضرورية لتكاثر الحمض النووي للبكتيريا.
 * تستخدم لعلاج مجموعة متنوعة من الالتهابات، بما في ذلك التهابات المسالك البولية والجهاز التنفسي.
 * أمثلة عليها: سيبروفلوكساسين، ليفوفلوكساسين، نورفلوكساسين.
7. السلفوناميدات (Sulfonamides):
 * تعمل عن طريق تثبيط إنتاج حمض الفوليك الضروري لنمو البكتيريا.
 * غالبًا ما تستخدم بالاشتراك مع دواء آخر (مثل تريميثوبريم) لزيادة فعاليتها.
 * مثال عليها: كوتريموكسازول (سلفاميثوكسازول وتريميثوبريم).
8. الببتيدات السكرية (Glycopeptides):
 * تثبط بناء الجدار الخلوي للبكتيريا بآلية مختلفة عن البنسلينات والسيفالوسبورينات.
 * يستخدم الفانكومايسين والتيكوبلانين من هذه المجموعة لعلاج بعض الالتهابات الخطيرة التي تقاوم المضادات الحيوية الأخرى.
بالإضافة إلى هذه العوائل الرئيسية، هناك مجموعات أخرى من المضادات الحيوية ذات آليات عمل واستخدامات مختلفة. من المهم دائمًا استشارة الطبيب لتحديد المضاد الحيوي المناسب لنوع العدوى وحالة المريض.


https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8


#منظمة_دعم_المرضى 
#فرعية_دنقلا
 #المكتب_الإجتماعي 
#لجنة_الدولاب",drugawareness
حنتكلم الليلة عن المضادات الحيوية عموما والعوائل بتاعتها خلوكم جاهزين🔥,drugawareness
"حاليا لحد بكرة الناس تراجع عائلة السيفالوسبورين دي لحد نجهز العائلة التانية

شكرا لي صبركم معانا♥️🫶",drugawareness
"المضادات الحيوية عموما هي عائلة كبيرة فيها عشرة عوائل وكل عائلة بي جوة مقسمة لي اجيال او انواع محددة✨ 
كل يوم او شبه يومي ان شاء الله حنتكلم عن عائلة معينة مع ذكر امثلة ليها 🤍
دعواتكم ربنا يسهلا علينا🤍",drugawareness
"**تلخيص مبسط لأجيال السيفالوسبورينات مع مثال واحد لكل جيل:**  

### 1. **الجيل الأول**  
   - **المعنى:** فعال ضد البكتيريا موجبة الغرام (مثل المكورات العنقودية) وبعض سالبة الغرام.  
   - **مثال:** **سيفازولين** (يستخدم لعدوى الجلد والوقاية من العدوى بعد الجراحة).  

### 2. **الجيل الثاني**  
   - **المعنى:** فعالية أوسع ضد سالبة الغرام مع بقاء نشاط ضد موجبة الغرام.  
   - **مثال:** **سيفوروكسيم** (يستخدم لالتهابات الجهاز التنفسي والأذن الوسطى).  

### 3. **الجيل الثالث**  
   - **المعنى:** أقوى ضد سالبة الغرام (حتى المقاومة)، وبعضها يعالج التهاب السحايا.  
   - **مثال:** **سيفترياكسون** (لعلاج الالتهاب الرئوي والتهاب السحايا).  

### 4. **الجيل الرابع**  
   - **المعنى:** طيف واسع ضد موجبة وسالبة الغرام مع مقاومة أعلى للإنزيمات المدمرة للمضادات.  
   - **مثال:** **سيفيبيم** (للالتهابات الشديدة في المستشفيات مثل تسمم الدم).  

### 5. **الجيل الخامس**  
   - **المعنى:** فعال حتى ضد البكتيريا فائقة المقاومة (مثل MRSA).  
   - **مثال:** **سيفتارولين** (يستخدم عند فشل المضادات الأخرى).  

**الخلاصة:**  
كل جيل يغطي أنواعًا أوسع من البكتيريا ويقاوم إنزيماتها أكثر من سابقه.  

⚡ **باختصار:**  
- ابدأ بالجيل الأول (سيفازولين) للعدوى البسيطة.  
- الأجيال المتقدمة (مثل سيفترياكسون/سيفيبيم) للعدوى الخطيرة أو المقاومة.",drugawareness
"السلام عليكم ورحمة الله وبركاته 
مساء الخير عليكم جميعا 🤍
ان شاء الله تكونو بي صحه وعافيه 🫶 

حرسل ليكم ملخص لي عائلة السيفالوسبورين كلها فيها التعريف وفيها الأجيال الاحنا بنتكلم عنها دي 
الناس تقراهو ولي بكرة ان شاء بننزل لبكم بالتقيل🔥

الناس تمسك قوي بعدا لانو الزلط كمل وماشين على شوارع ردمية😂🔥🔥",drugawareness
"الادوية التي تم شرحها :- 
١. سامكسون
٢. بروتك او السيفيبيم 
٣. الفلاجيل
٤. البنادول 
٥. أوستيو كير 
٦. ميروبينم
٧. جنتامايسين 
٨. اللازكس 
٩. بانتوبرازول 
١٠. فنتولين
١١. ماكزيل 
١٢. أسبرين 



عشان الكلام ما يكتر وكدا بالنسبة للناس الدخلو جداد ادخلو القناة ✨",drugawareness
"طيب عاوز اتكلم عن حاجه ثانيه اللي هي انه الاسبرين ده متوفر في اي محل زي ما قلنا اول واستخدامه الغلط بيؤدي لمشاكل كثيره منها متلازمة راي Ray syndrome  (وهي مرض عصبي حاد يتطور بشكل أساسي عند الأطفال بعد الإصابة بالإنفلونزا، الجدري أو أي عدوى فيروسية أخرى. يمكن أن يؤدي إلى تجمع الدهون في الكبد وورم في الدماغ. ) طيب المتلازمه دي بتحصل كيف الاسبرين العادي ده عن طريق الكافيلجين بتاع الاطفال ده هو عباره عن اسبرين لمن ياخذوه بتسبب لهم المتلازمه دي 

ف رجاء خاص يا ريت طفلك او طفلتك اذا جاتهم حمى ما تجيب ليهم الكافلجين دا لانو عبارة عن أسبرين جيب ليهم شراب البندول العادي دا كويس مع الأطفال وما عندو مخاطر نهاي",drugawareness
"* الاسم العلمي 
  Acetylsalicylic acid 
اسيتايل سال سيليك أسيد 

* الاسم التجاري 
Aspirin 
أسبرين او أسبرونا

* الاستخدامات 

بيعتبر واحد من الأدوية البتشتغل في محلين الأول كمسيل للدم او دواء لزوجة والتاني كمضاد للالتهابات والحاجة دي بيتحكمو فيها عن طريق الدوز او الجرعة بحيث تكون بسيطة او كبيرة وكل وحدة عندها مستقبلات معينة في الجسم
من استخدامتو زي ما قلنا فوق دواء سيولة او مضاد تجلط ، دواء التهاب ، بيستعمل كمسكن ألم، التهاب المفاصل، اذابة الجلطات القلبية ، الذبحة الصدرية MI بأنوعها المستقرة والغير مستقرة ، علاج الذئة الحمراء ، وغيرها من الاستخدامات التانية 


البديل اذا متوفر ؟
ماف ليه بديل لكن اختلاف في الشركات المصنعة واختلاف أسامي فقط

* متوفر عندنا في الدولاب ولا لأ؟  
متوفر عندنا وبيتلقي بالساهل ما حاجة صعبة

بجي في شكل حبوب بي تراكيز مختلفة اكتر اتنين شائعات وموجودات هنا في السودان 75mg و 100mg وتاني في 325mg وفي 500mg 
وفي منو تراكيز تانية بكون مخلوط معاه دواء تاني 

https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8


#منظمة_دعم_المرضى 
#فرعية_دنقلا 
#المكتب_الإجتماعي 
#لجنة_الدولاب",drugawareness
"ال OTC هو إختصار ويشير إلى ""Over-The-Counter""،،،، الأدوية التي يمكن شراؤها دون وصفة طبية،،،،، الأدوية دي تُعتبر آمنة للاستخدام دون إشراف مباشر من الطبيب",drugawareness
"الفلاجيل… هل هو آمن كـ OTC🤔؟ خلونا نحكي الحاصل!

كتير من الناس بتمشي الصيدلية وتطلب فلاجيل (Metronidazole) ساي كده، من غير استشارة طبيب، باعتبارو دواء بسيط ومتوفر… لكن هل استخدامو ساي بدون رقابة صحّي؟ تعالوا نغوص شوية في التفاصيل!

أول حاجة، الفلاجيل شنو؟

📌هو مضاد حيوي ومضاد للطفيليات.

📌بيشتغل ضد بكتيريا لا هوائية (Anaerobes) وطفيليات زي Giardia lamblia وEntamoeba histolytica.

📌بيجي في أشكال مختلفة: حبوب، شراب، حقن، وكمان جل مهبلي وجل جلدي.

الفلاجيل كـ OTC؟

في بعض الدول، من ضمنها السودان، بتلقاهو من غير وصفة طبية (OTC).

لكن دا ما معناهو إنك تستعملو ساي بدون ما تعرف مواضع  استخدامو.

📌أمثلة لاستخداماتو الصحيحة:

- حالات التهابات المهبل البكتيرية.
- خراجات الأسنان (في بعض الحالات).
- قرحة المعدة المرتبطة بـ H. pylori (كجزء من العلاج الثلاثي).
- العدوى الطفيلية في الجهاز الهضمي.

لكن في نفس الوقت:

ما مفروض يتاخد لأي إسهال ساي، ولا لأي ألم بطن، ولا ""كدواء عام ينضف الجسم"" زي ما البعض مفكّر!

لازم يتاخد بالجرعة الصحيحة والمدة المناسبة، عشان ما تحصل مقاومة بكتيرية أو أعراض جانبية.

📌من أشهر الآثار الجانبية للفلاجيل:
- مرارة في الفم
- دوخة وغثيان
- صداع
- فقدان شهية
- وفي حالات نادرة: اعتلال عصبي أو حساسية

📌معلومة مهمة: الفلاجيل ممنوع يتاخد مع الكحول!
الخلط بيناتهم ممكن يسبب تفاعل خطير اسمو Disulfiram-like reaction، يؤدي لغثيان شديد وقيء وسرعة ضربات قلب.

الخلاصة يا جماعة:

الفلاجيل دواء فعّال، لكن ما لعبة.

كونه OTC ما معناهو نستخدمو بدون إرشاد.

استشير الصيدلي أو الطبيب قبل استخدامو، وخلّي وعيك يحميك✨🤍.

https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8


https://whatsapp.com/channel/0029Vb6Vb6TD8SDyDXozoA1x



#منظمة_ دعم _ المرضى
#فرعية_دنقلا
#المكتب _ الإجتماعي
#لجنة _ الدولاب",drugawareness
السلام عليكم،،،،، الليلة ما ح يكون عندنا شرح لِدواء جديد بس ح يكون في إضافات أو تذكير بي كلام دكتور محمد بِخصوص الفلاجيل وإنو ما أي وجع بطن تبلع ليه فلاجيل،،،، النقطة دي مهمة شديد عشان كدا ح نركز فيها،،،،،جزاكم الله خير وإن شاء الله المعلومات البنقدمها ليكم تكون بتضيف ليكم وبتستفيدوا منها🤍🤍,drugawareness
"الادوية التي تم شرحها :- 
١. سامكسون
٢. بروتك او السيفيبيم 
٣. الفلاجيل
٤. البنادول 
٥. أوستيو كير 
٦. ميروبينم
٧. جنتامايسين 
٨. اللازكس 
٩. بانتوبرازول 
١٠. فنتولين
١١. ماكزيل 



عشان الكلام ما يكتر وكدا بالنسبة للناس الدخلو جداد ادخلو القناة ✨",drugawareness
معلومة زيادة بيعتبر من الادوية الآمنة الاستعمال للحوامل🤰,drugawareness
"* الاسم العلمي 
Cefuroxime Sodium
سيفروكزيم 

* الاسم التجاري 
Maxil 
ماكزيل اكتر واحد شائع وفي غيرهم


* الاستخدامات 
بيعتبر مضاد حيوي من عائلة السيفالوسبورين الجيل التاني واتكلمنا قبل كدا يعني شنو جيل اول وتاني وتالت 
بيستعمل في علاج السيلان ، التهابات العظام والمفاصل،  الاهابات الجلد ، عدوى الجهاز التنفسي السفلي،  التهاب السحايا،  
بعد عمليات القلب ، وبيستخدم في علاج تسمم الدم ، وبيستخدم بعد العمليات عموما للوقاية من الالتهاب بعد العملية 


البديل اذا متوفر ؟
Cefaclor
Cefoxitin


* متوفر عندنا في الدولاب ولا لأ؟  
متوفر عندنا وبيتلقي بالساهل ما حاجة صعبة

 
 
 

بجي في شكل حقن بودرة زي الفي الصورة دي 
بجي بي تركيز 
2.25 mg
1.50 mg 
750 mg

في واحد تاني تركيز  1.25 mg لكن ما متاكد منو لاقتني صور ليه بس وشاكي فيها لكن التراكيز الفوق دي كلها موجودة والموجود في السوق السوداني تركيز 750 mg

وفي حبوب بي تركيز 250 و 500 mg 

https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8


#منظمة_دعم_المرضى 
#فرعية_دنقلا 
#المكتب_الإجتماعي 
#لجنة_الدولاب",drugawareness
"* الاسم العلمي 
Salbutamol
سالبتامول

* الاسم التجاري 
 Ventolin 
فنتولين اكتر واحد شائع 


* الاستخدامات  

يستخدم لتوسيع الشعب الهوائية وتسهيل التنفس في الحالات الآتية :
* الربو
* مرض الانسداد الرئوي المزمن 
* التشنج القصبي الناتج عم التمارين أو المهيجات
* ضيق التنفس الناتج عن أمراض تنفسية أخرى 
 

* البديل اذا متوفر ؟

* Bricanyl (تيربوتالين_ Terbutaline)
* Foradil/ Oxis (فورموتيرول _ طويل المفعول)
* Serevent(سالميتيرول _ طويل المفعول)



* متوفر عندنا في الدولاب ولا لأ؟   

حالياً متوفر عندنا وغالباً بكون موجود في صيدلية الطوارئ، عموماً بيتلقي بالساهل ما حاجة صعبة
 
* أشكال الفنتولين:

1. بخاخ (Inhaler) – الأكثر استخدامًا


2. أمبولات للتبخيرة (Nebulizer solution)


3. شراب للأطفال


4. أقراص أو شراب بالفم (أقل استخدامًا)


https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8
 

https://whatsapp.com/channel/0029Vb6Vb6TD8SDyDXozoA1x


#منظمة_دعم_المرضى 
#فرعية_دنقلا 
#المكتب_الإجتماعي 
#لجنة_الدولاب",drugawareness
"* الاسم العلمي 
Pantoprazol 
بانتوبرازول 

* الاسم التجاري 
Pantodac 
بانتوداك اكتر واحد شائع وفي غيرهم


* الاستخدامات 
بيعتبر دواء مضاد للحموضة وبيستخدم في تقرحات المعدة وتقرحات الامعاء الدقيقه ارتجاع المرئ الحمضي (الحرقان) وغيرها
 

البديل اذا متوفر ؟

Rabeprazole sodium , Pantoprazole , Naproxen with esomeprazole , Lansoprazole, Esomeprazole 



* متوفر عندنا في الدولاب ولا لأ؟  
متوفر عندنا وبيتلقي بالساهل ما حاجة صعبة
 

بجي في شكل حقن بودرة زي الفي الصورة دي وفي منو حبوب 


https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8


#منظمة_دعم_المرضى 
#فرعية_دنقلا 
#المكتب_الإجتماعي 
#لجنة_الدولاب",drugawareness
"* الاسم العلمي 
Furosemide 
فوروسامايد 

* الاسم التجاري 
Lazix
لازكس


* الاستخدامات 

بيعتبر مدرر للبول وعندو عدة استخدامات منها علاج الضغط ، الوزمة او تورم الرجلين edema ، الموية الفي البطن ، عمليات القلب ،مشاكل الكلى ، ولمن يكون في اختلال في بروتين الألبيومين ، وغيرها

* البديل اذا متوفر؟ 
Spironolactone with Furosemide , Amiloride with bumetanide ,Bumetanide , Co-amilofruse ,Furosemide with triamterene , Torasemide 

* متوفر عندنا في الدولاب ولا لأ؟  
متوفر عندنا وبيتلقي بالساهل ما حاجة صعبة

 
بيعتبر واحد من الادوية العليها محاذير في الاستخدام وما بيستعملو طوالي كدا ، اول بتسال العيان من البول بتاعو كيف 
 

بجي في شكل حقن جاهزة زي الفي الصورة دي وفي منو حبوب 


https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8


#منظمة_دعم_المرضى 
#فرعية_دنقلا 
#المكتب_الإجتماعي 
#لجنة_الدولاب",drugawareness
"* *الاسم العلمي*

Metronidazole

* *الاسم التجاري* 

عندو اسامي كتيرة اكتر واحد معروف الفلاجيل 
Flagyl 

* *الاستخدامات*

بيعتبر واحد من المضادات الحيوية بيشتغل  عن طريق انو بغير في الDNA بتاع البكتيريا وبالتالي يؤدي إلى تكسيرها والقضاء عليها 

يستخدم في علاج جرثومة المعدة ما يعرف بالعلاج الثلاثي ، مضاد حيوي في الخراجات بعد فتحها ، الأميبيا الحادة ، خراج الكبد الأميبي ، البكتيريا اللاهوائية ، التهاب السحايا البكتيري ، التهاب المهبل البكتيري ، عدوى العظام؛ 
؛ يستخدم بعد العمليات الجراحية في الجهاز الهضمي ، وقاية بعد عمليات القولون والمستقيم 

يستخدم عموما بعد العمليات كمضاد حيوي لمنع التهاب الجروح


* *البديل اذا متوفر ؟*

Tinidazole

* *متوفر عندنا في الدولاب ولا لأ ؟*

متوفر عندنا ومرات بنشتريه 

طيب في منو اشكال منها حبوب بي تركيز 250 و
 500 mg
في منو درب ١٠٠ مل وفي منو قطرات للاطفال الرضع وفي منو زي صباع كريم دا لي التهابات المهبل 

https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8


#منظمة_دعم_المرضى 
#فرعية_دنقلا 
#المكتب_الإجتماعي 
#لجنة_الدولاب",drugawareness
"* الاسم العلمي 
Calcium, magnesium, zinc, and vitamin D supplements


* الاسم التجاري 
Osteocare Tablet  
أوستيو كير 


* الاستخدامات 
مكمل غذائي وفيتامين متعدد الاستخدامات 
الكالسيوم مهم لصحة العظام والأسنان،  ويلعب دور مهم في وظائف العضلات ونقل الاشارات العصبية .
الزنك مهم لتقوية المناعة ، وشفاء الجروح ،  تصنيع الحمض النووي للخلايا وانقسامها ، وله دور في صحة العظام 
فيتامين د له دور مهم في امتصام الكالسيوم والفسفور المهمان لصحة العظام ، له دور في المناعة 

عموما بيعتبر فيتامين داعم للعظام والعضلات ويستخدم عند كبار السن لتقوية عظامهم من الهشاشة 

* البديل اذا متوفر؟ 
هو فيتامين ف ما فرقت اذا عندو بديل او لأ 

* متوفر عندنا في الدولاب ولا لأ؟  
مرات بكون متوفر ومرات بنجيبه لانو ما بنحتاج ليه كتير

https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8


#منظمة_دعم_المرضى 
#فرعية_دنقلا 
#المكتب_الإجتماعي 
#لجنة_الدولاب",drugawareness
"* الاسم العلمي 
Calcium, magnesium, zinc, and vitamin D supplements


* الاسم التجاري 
Osteocare Tablet  
أوستيو كير 


* الاستخدامات 
مكمل غذائي وفيتامين متعدد الاستخدامات 
الكالسيوم مهم لصحة العظام والأسنان،  ويلعب دور مهم في وظائف العضلات ونقل الاشارات العصبية .
الزنك مهم لتقوية المناعة ، وشفاء الجروح ،  تصنيع الحمض النووي للخلايا وانقسامها ، وله دور في صحة العظام 
فيتامين د له دور مهم في امتصام الكالسيوم والفسفور المهمان لصحة العظام ، له دور في المناعة 

عموما بيعتبر فيتامين داعم للعظام والعضلات ويستخدم عند كبار السن لتقوية عظامهم من الهشاشة 

* البديل اذا متوفر؟ 
هو فيتامين ف ما فرقت اذا عندو بديل او لأ 

* متوفر عندنا في الدولاب ولا لأ؟  
مرات بكون متوفر ومرات بنجيبه لانو ما بنحتاج ليه كتير

https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8


#منظمة_دعم_المرضى 
#فرعية_دنقلا 
#المكتب_الإجتماعي 
#لجنة_الدولاب",drugawareness
"* الاسم العلمي 
Gentamicin 
جنتامايسين 

* الاسم التجاري 
جنتادار ، جنتام ، جنتامايسين 


* الاستخدامات 
 مضاد حيوي من عائلة
Aminoglycoside
 الاماينوجلايكوساد 😂 
بيستعمل ضد البكتيريا الاسمها كليبسيلا والسودوموناس والاي كولاي e.coli ، التهاب السحايا، التهاب الدم البكتيري، تلوث الدم عند الاطفال الرضع ، التهابات العيون،  التهاب غشاء البطن ، التهابات الجهاز التنفسي،  التهابات المسالك البولية،  والالتهابات البتسببها بكيريا الاستاف staphylococcus infection

* البديل اذا متوفر؟ 
Amikacin , chlorohexidine with neomycin , framycetin sulphate,  Gentamicin with hydrocortisone , streptomycin , topromycin


* متوفر عندنا في الدولاب ولا لأ؟  
متوفر عندنا وبيتلقي بالساهل ما حاجة صعبة

 
بيعتبر واحد من الادوية العليها محاذير في الاستخدام وما بيستعملةه طوالي كدا ، اول بتعمل للعيان فحص وظائف الكلى وبعداك بتتديه 
التلاته حبات azithromycin ما نفس النوع دا كل واحد من عائلة مختلفة تماما الناس تنتبه للحاجة دي 


https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8


#منظمة_دعم_المرضى 
#فرعية_دنقلا 
#المكتب_الإجتماعي 
#لجنة_الدولاب",drugawareness
